"Liga","Mecz","MatchId","Data","Arena","Klan","ClanMatchId","Drużyna","TeamId","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Deslandes, Nadson","1975934","5","4","11","1","0","71.6","6","0","3","50","50","14","11","8","3","3","79","18","0","100","12","67","2","25","46","0","0","0","0","0","0","0","30.6","","3","3","0","0","0","0","25","46","2","0","23","0","0","2","71.6","57.8","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","1","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Roma, Dario","1767048","20","18","8","1","0","68.5","23","1","17","74","70","4","2","0","2","1","25","0","0","0","0","0","3","21","33","0","0","0","0","0","0","0","54.9","","0","1","0","0","0","0","21","33","2","0","19","1","0","2","68.5","55.3","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","17","1","0","0","3","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","10","6","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Ricca, Leonardo","2002313","3","2","15","1","0","69.3","5","0","2","40","40","17","11","8","6","5","76","0","0","0","0","0","1","17","32","0","0","0","0","0","0","0","14.4","","5","5","0","0","0","0","17","32","1","1","17","0","0","0","69.3","61.7","1","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Marinov, Georgi","1905938","5","3","20","1","2","58.9","9","1","3","33","22","7","6","3","1","1","57","19","0","100","11","58","0","27","44","0","0","0","0","0","0","0","24.3","","1","1","0","0","0","0","27","44","0","0","27","0","0","0","63","53.1","1","0","1","0","5","7","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","3","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Kowalski, Andrzej","1951387","29","26","13","0","3","58.6","33","3","21","64","55","3","2","0","1","0","0","0","0","0","0","0","5","43","55","0","0","0","0","0","0","0","72.5","","0","0","0","0","0","0","43","55","5","0","40","0","0","3","58.6","51.9","0","0","0","0","1","1","2","0","1","0","0","3","0","0","0","0","0","0","19","2","0","0","8","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","12","10","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Szczepański, Roman","1975400","0","0","0","0","0","0","0","0","0","0","0","13","10","5","3","2","54","3","0","100","2","67","0","0","0","0","0","2","0","0","1","1","6.8","","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Lolo, Dariusz","2060776","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Bartolomé, Pedro","2087343","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Szwed, Edmund","2112972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Rumianowski, Michał","1976799","1","1","0","0","0","0","1","0","1","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","GOLDEN DRAGONS","1326","🦣 KS MAMUTY 🦣","","Alves, Antenor","2003123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Mourinho, Patrick","2032267","0","0","3","0","0","60.2","0","0","0","0","0","8","6","0","2","0","0","0","0","0","0","0","0","3","21","15","8","43","3","10","12","18","0","","0","0","0","0","0","0","3","21","0","0","3","0","0","0","60.2","53.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","8","1","2","17","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Piechna, Konstanty","1975230","3","-3","8","0","0","65.7","13","6","2","15","-31","13","10","4","3","2","46","5","0","100","1","20","1","10","37","0","0","0","0","0","0","0","-1.8","","1","1","0","0","0","0","10","37","1","0","9","0","0","1","65.7","55.1","1","0","1","0","2","4","0","0","1","1","0","2","0","0","3","0","2","5","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Camelier, Emídio","1976137","11","7","6","0","0","69","22","4","11","50","32","6","2","0","4","0","0","0","0","0","0","0","0","16","30","0","0","0","0","0","0","0","22.4","","0","1","0","0","0","0","16","30","0","0","16","0","0","0","69","58.2","1","1","0","0","4","6","0","0","1","0","0","1","0","0","0","0","0","0","10","0","2","0","3","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","5","5","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Tsunematsu, Bsaku","2088554","3","1","8","0","0","67.1","8","2","3","38","13","20","13","3","7","5","40","0","0","0","0","0","0","9","36","0","0","0","0","0","0","0","7.4","","4","5","0","0","0","0","9","36","0","0","9","0","0","0","67.1","56.2","1","0","1","0","0","2","0","0","0","0","1","1","1","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Popovici, Nicodim","1950522","2","-9","8","1","0","67.3","11","3","2","18","-9","19","9","5","10","4","47","57","7","88","16","28","0","10","41","0","0","0","0","0","0","0","14.7","","4","4","0","0","0","0","10","41","0","0","10","0","0","0","67.3","59.1","0","0","1","0","2","3","0","1","0","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","2","0","1","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","1","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","do Canto, Paulino","1951401","14","9","6","0","0","59.7","30","5","13","43","27","2","1","0","1","0","0","0","0","0","0","0","1","16","32","0","0","0","0","0","0","0","26.9","","0","0","0","0","0","0","16","32","1","0","15","0","0","1","59.7","51.4","0","0","2","0","4","6","1","0","0","1","2","4","0","0","0","0","0","0","11","1","2","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","0","5","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Lis, Daniel","2088220","0","0","0","0","0","0","0","0","0","0","0","6","4","1","2","1","33","3","0","100","1","33","0","0","0","0","0","0","0","0","0","0","2.8","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Lofrano, Warly","2060097","0","0","1","0","0","64.8","0","0","0","0","0","4","2","0","2","0","0","0","0","0","0","0","0","0","21","15","9","47","5","13","15","14","0","","0","1","0","0","0","0","0","21","0","0","0","0","0","0","64.8","64.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","9","1","2","20","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Avramov, Iliya","2088610","0","0","0","0","0","0","0","0","0","0","0","5","5","2","0","0","40","2","0","100","1","50","0","0","0","0","0","0","0","0","0","0","2.8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","Kaczmarczyk, Artur","2088674","0","0","0","0","0","0","0","0","0","0","0","8","8","1","0","0","13","2","0","100","0","0","0","0","0","0","0","0","0","0","0","0","1.6","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","clan-bulk-1.2","0","0","0"
"liga_klanow_2_3","🦣 KS MAMUTY 🦣 vs Porto FC 3:0","1206935","2026-07-24 19:00","🦣 Mamut Area 🦣","Portugal II","1326","Porto FC","","La Spada, Roberto","2002899","1","0","1","0","0","53.7","6","1","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","5","16","0","0","0","0","0","0","0","0.5","","0","0","0","0","0","0","5","16","0","0","5","0","0","0","53.7","53.7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","clan-bulk-1.2","0","0","0"
